"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_06","","go-test","","TestAdd06",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_09","","go-test","","TestAdd09",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_07","","go-test","","TestWithAllure07/Checking_result",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_09","","go-test","","TestWithAllure09/Checking_result",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_05","","go-test","","TestAdd05",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_03","","go-test","","TestSubtract03",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","40","","go_test_04","","go-test","","TestDivide04",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_06","","go-test","","TestWithAllure06/Checking_result",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","1","","test_example_04","","test_example_04","","test_with_logs_04",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","1","","test_example_07","","test_example_07","","test_with_logs_07",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_03","","go-test","","TestWithAllure03",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_02","","go-test","","TestWithAllure02/Checking_result",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_04","","go-test","","TestWithAllure04",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_09","","go-test","","TestSubtract09",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","41","","test_example_07","","test_example_07","","test_divide_07",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_06","","go-test","","TestMultiply06",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","40","","go_test_05","","go-test","","TestDivide05",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","32","","test_example_05","","test_example_05","","test_subtract_05",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_05","","test_example_05","","test_add_05",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_10","","go-test","","TestWithAllure10/Checking_result",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","1","","test_example_04","","test_example_04","","test_with_allure_04",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_06","","test_example_06","","test_multiply_06",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_09","","go-test","","TestMultiply09",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","33","","test_example_05","","test_example_05","","test_multiply_05",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","1","","test_example_08","","test_example_08","","test_with_allure_08",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","1","","test_example_02","","test_example_02","","test_with_allure_02",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","43","","test_example_09","","test_example_09","","test_divide_09",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_08","","go-test","","TestMultiply08",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","2","","test_example_05","","test_example_05","","test_with_allure_05",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_06","","go-test","","TestSubtract06",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","42","","test_example_02","","test_example_02","","test_divide_02",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","1","","test_example_06","","test_example_06","","test_with_logs_06",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","42","","test_example_10","","test_example_10","","test_divide_10",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_10","","go-test","","TestAdd10",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_07","","go-test","","TestAdd07",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_01","","go-test","","TestAdd01",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","40","","go_test_08","","go-test","","TestDivide08",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","40","","go_test_03","","go-test","","TestDivide03",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","41","","test_example_03","","test_example_03","","test_divide_03",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_10","","go-test","","TestWithAllure10",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_01","","go-test","","TestSubtract01",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_08","","test_example_08","","test_add_08",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_04","","test_example_04","","test_add_04",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_04","","test_example_04","","test_subtract_04",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_03","","go-test","","TestWithAllure03/Checking_result",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_03","","go-test","","TestAdd03",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_05","","go-test","","TestSubtract05",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_02","","go-test","","TestWithAllure02",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","41","","test_example_01","","test_example_01","","test_divide_01",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","43","","test_example_05","","test_example_05","","test_divide_05",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_08","","go-test","","TestWithAllure08/Checking_result",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","32","","test_example_02","","test_example_02","","test_subtract_02",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_03","","test_example_03","","test_add_03",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_07","","test_example_07","","test_subtract_07",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","33","","test_example_09","","test_example_09","","test_subtract_09",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_04","","go-test","","TestMultiply04",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","42","","test_example_08","","test_example_08","","test_divide_08",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","40","","go_test_06","","go-test","","TestDivide06",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_10","","test_example_10","","test_add_10",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_04","","go-test","","TestAdd04",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","1","","test_example_01","","test_example_01","","test_with_logs_01",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_05","","go-test","","TestWithAllure05/Checking_result",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_07","","test_example_07","","test_add_07",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_04","","test_example_04","","test_multiply_04",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","1","","test_example_09","","test_example_09","","test_with_allure_09",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_07","","go-test","","TestMultiply07",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_07","","test_example_07","","test_multiply_07",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_06","","test_example_06","","test_subtract_06",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_01","","go-test","","TestWithAllure01",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","1","","test_example_02","","test_example_02","","test_with_logs_02",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_03","","go-test","","TestMultiply03",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","41","","test_example_04","","test_example_04","","test_divide_04",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_07","","go-test","","TestSubtract07",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","32","","test_example_02","","test_example_02","","test_add_02",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","40","","go_test_10","","go-test","","TestDivide10",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","1","","test_example_09","","test_example_09","","test_with_logs_09",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","40","","go_test_09","","go-test","","TestDivide09",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_03","","test_example_03","","test_subtract_03",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_04","","go-test","","TestWithAllure04/Checking_result",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_08","","go-test","","TestWithAllure08",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","41","","test_example_06","","test_example_06","","test_divide_06",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_02","","test_example_02","","test_multiply_02",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_02","","go-test","","TestSubtract02",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","40","","go_test_07","","go-test","","TestDivide07",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","30","","go_test_08","","go-test","","TestSubtract08",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","2","","test_example_10","","test_example_10","","test_with_logs_10",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_01","","test_example_01","","test_multiply_01",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","0","","go_test_01","","go-test","","TestWithAllure01/Checking_result",""
"passed","Tue May 28 17:19:24 IST 2024","Tue May 28 17:19:24 IST 2024","31","","test_example_03","","test_example_03","","test_multiply_03",""
